item_code,order_frequency,total_quantity,abc_class
10030030001,43,314,B
14131011001,43,76,B
10023027001,43,61,B
14631018001,43,162,B
11103098001,43,134,B
14506887001,43,255,B
14001028001,43,68,B
14506008001,43,228,B
14833052001,43,204,B
14840022001,43,324,B
30001907001,43,55,B
14330011001,43,60,B
14010194001,43,81,B
14220140001,43,71,B
11103051001,43,137,B
31567052001,43,52,B
14244933001,42,82,B
10002942001,42,654,B
14204055001,42,60,B
14630022001,42,59,B
15021060001,42,600,B
11103096001,42,136,B
14104016001,42,66,B
15022009001,42,450,B
14311043001,42,112,B
11074015001,42,104,B
14224003001,42,53,B
14203083001,42,59,B
14620114001,42,69,B
14505059001,42,660,B
14303934001,42,59,B
14226149001,42,66,B
11110085001,42,102,B
14331028001,42,68,B
14226009001,42,71,B
11050076001,42,59,B
14505048001,42,705,B
14505148001,42,60,B
14613009001,42,80,B
14501052001,42,495,B
15022015001,41,528,B
14804014001,41,57,B
14001019001,41,53,B
14022041001,41,46,B
14811004001,41,165,B
11073902001,41,68,B
14226007001,41,68,B
10011021001,41,654,B
14311022001,41,135,B
14511011001,41,80,B
10033026001,41,319,B
30052113001,41,118,B
11050040002,41,59,B
14510265001,41,64,B
14210077001,41,87,B
11022051001,41,139,B
10034016001,41,540,B
14110019001,41,54,B
14132116001,41,58,B
10032001001,41,624,B
14805056001,40,372,B
14121112001,40,76,B
10002917001,40,157,B
14243040001,40,81,B
14200047001,40,60,B
10020043001,40,405,B
14822112001,40,87,B
14000015001,40,62,B
14111004001,40,78,B
10034007001,40,244,B
14203032001,40,54,B
14203062001,40,51,B
10040016001,40,1060,B
14010289001,40,55,B
14615038001,40,59,B
14330019001,40,77,B
12201001001,40,960,B
14833020001,40,267,B
14002003001,40,58,B
14510148001,40,55,B
15023004001,40,1152,B
14244050001,40,52,B
14311027001,39,58,B
12011277001,39,89,B
14121061001,39,49,B
14131026001,39,50,B
14600898001,39,52,B
14121101001,39,42,B
14833072001,39,86,B
14851071001,39,96,B
14133028001,39,79,B
12011114001,39,103,B
11074003001,39,96,B
14242009001,39,66,B
14521178001,39,55,B
11051013001,39,46,B
11022014001,39,73,B
14022033001,39,42,B
14501899001,39,153,B
14000119001,39,49,B
10041135001,39,276,B
10033017001,39,387,B
12122050001,39,97,B
12120063001,39,192,B
10035003001,39,202,B
14204126001,39,60,B
14244027001,39,71,B
10052035001,39,86,B
12123076001,39,139,B
14213004001,39,53,B
14110003001,39,61,B
14833035001,39,162,B
14510159001,39,59,B
14244898001,38,205,B
12201042001,38,648,B
14023035001,38,58,B
14242037001,38,66,B
12102086001,38,45,B
14506352001,38,148,B
12201051001,38,570,B
14603004001,38,59,B
14311058001,38,78,B
12201124001,38,540,B
14506089001,38,180,B
12201896001,38,530,B
14811008001,38,130,B
12200001001,38,228,B
14104114001,38,62,B
15021005001,38,408,B
10020036001,38,528,B
14243129001,38,91,B
14521181001,38,50,B
11010007001,38,104,B
14000100001,37,56,B
14020960001,37,46,B
14506164001,37,43,B
14615108001,37,74,B
14105026001,37,46,B
14506109001,37,51,B
14013001001,37,51,B
14804016001,37,372,B
14603005001,37,57,B
11050033001,37,50,B
14011041001,37,70,B
14610011001,37,191,B
14200011001,37,68,B
11022007001,37,59,B
12212900001,37,275,B
14506286001,37,42,B
14805010001,37,294,B
14022093001,37,57,B
14121053001,37,63,B
14204036001,37,201,B
14204162001,37,119,B
10034033001,37,460,B
14001010001,37,137,B
14001062001,37,99,B
10100132001,37,324,B
14102087001,37,42,B
11010042001,37,64,B
14121075001,37,50,B
31424002001,37,71,B
33551902001,36,162,B
14210120001,36,78,B
12202002001,36,55,B
14010293001,36,46,B
14613908001,36,54,B
11111025001,36,73,B
11111013001,36,56,B
14340006001,36,43,B
12010041001,36,69,B
14111006001,36,46,B
11050011001,36,148,B
14121105001,36,41,B
14102010001,36,59,B
14242155001,36,62,B
14833066001,36,246,B
14503004001,36,210,B
14020030001,36,57,B
12106028001,36,65,B
12020473001,36,43,B
14820029001,36,63,B
14203004001,36,40,B
14621005001,36,78,B
14010219001,36,68,B
11110006001,36,107,B
14121064001,36,53,B
31500014001,36,106,B
14223032001,35,55,B
11103114001,35,85,B
14833042001,35,204,B
10010019001,35,492,B
14242056001,35,52,B
11040030001,35,116,B
14204044001,35,63,B
14620110001,35,58,B
12010023002,35,282,B
14615041001,35,84,B
12212015001,35,61,B
14104148001,35,59,B
14132075001,35,36,B
14014026001,35,72,B
11101029001,35,103,B
14001076001,35,96,B
14361036001,35,73,B
14512007001,35,43,B
14243166001,35,55,B
14841002001,35,165,B
14001039001,35,63,B
10020024001,35,474,B
14600025001,35,47,B
14120002001,35,37,B
14601001001,35,136,B
12020243001,35,61,B
14000066001,35,40,B
14011023001,35,53,B
10014898001,35,360,B
11103095001,35,90,B
11103176001,35,61,B
14613007001,35,93,B
11021041001,34,79,B
10020034001,34,456,B
11032037001,34,133,B
10020042001,34,496,B
12201083001,34,564,B
14508017001,34,82,B
14202017001,34,62,B
14521166001,34,52,B
14506174001,34,220,B
12120053001,34,190,B
11111050001,34,67,B
14001035001,34,86,B
14104060001,34,46,B
12010020001,34,82,B
14801003001,34,82,B
14103106001,34,34,B
14112053001,34,39,B
11032218001,34,75,B
10010043001,34,402,B
12122013001,34,304,B
14621045001,34,71,B
14244049001,33,54,B
14505003001,33,185,B
14505139001,33,226,B
14506096001,33,41,B
14811006001,33,194,B
10023106001,33,74,B
14021091001,33,35,B
12121005001,33,141,B
14002027001,33,36,B
14010186001,33,67,B
14805006001,33,348,B
14800004001,33,54,B
14315003001,33,51,B
14810002001,33,171,B
11032220001,33,92,B
14021036001,33,46,B
14830007001,33,183,B
14241030001,33,51,B
14000055001,33,56,B
12100011001,33,98,B
10034046001,33,211,B
11072001001,33,121,B
14204010001,33,310,B
14241031001,33,52,B
12104003001,33,428,B
14202009001,33,49,B
12000059001,33,112,B
14601999001,33,60,B
12212910001,33,158,B
14202041001,33,46,B
14204078001,33,56,B
14000117001,33,47,B
31420009001,33,74,B
14370025001,33,75,B
14001086001,33,44,B
14601047001,33,49,B
12121003001,32,165,B
14011015001,32,46,B
41300016002,32,32,B
14822008001,32,70,B
14353005001,32,88,B
12123019001,32,264,B
14220005001,32,62,B
14220078001,32,41,B
12122020001,32,236,B
14002053001,32,34,B
10030019001,32,768,B
10052011001,32,78,B
14850034001,32,32,B
14615002001,32,33,B
14203048001,32,47,B
14104011001,32,53,B
12011334001,32,42,B
14200018001,32,45,B
14242134001,32,41,B
11032218002,32,67,B
14600021001,32,45,B
14610008001,32,46,B
14506375001,32,34,B
14602023001,32,39,B
14511036001,32,94,B
14521179001,31,45,B
11103035001,31,48,B
14104162001,31,45,B
12000060001,31,83,B
12102008001,31,33,B
14601003001,31,92,B
30000056001,31,41,B
10020008001,31,268,B
11050060001,31,45,B
11100005001,31,36,B
14200033001,31,58,B
11103133001,31,58,B
12102152001,31,51,B
14510196001,31,49,B
14010292001,31,48,B
14244929001,31,48,B
11103369001,31,54,B
14506103001,31,49,B
12120025001,31,154,B
12121034001,31,51,B
14506314001,31,138,B
14220071001,31,43,B
14630027001,31,60,B
12010002001,31,61,B
12121050001,31,74,B
14244919001,31,54,B
31567025001,31,95,B
14023501001,31,59,B
12105034001,31,45,B
14244045001,31,39,B
10021042001,31,524,B
14613024001,31,52,B
14613016001,30,48,B
14360026001,30,35,B
14632223001,30,30,B
14506004001,30,39,B
14201013001,30,55,B
14850093001,30,30,B
31501903001,30,58,B
11042008001,30,42,B
11071916001,30,45,B
14133027001,30,50,B
14133007001,30,48,B
11110089001,30,48,B
14131074001,30,59,B
14121129001,30,46,B
14121093001,30,44,B
12100013001,30,78,B
12102080001,30,35,B
11110060001,30,86,B
10022008001,30,968,B
14023012001,30,35,B
10052017001,30,70,B
14021109001,30,39,B
14010145001,30,62,B
14010050001,30,660,B
12327057001,30,35,B
12201123001,30,550,B
31709974001,30,58,B
14110163001,30,49,B
14312112001,30,72,B
14222897001,30,270,B
31500025002,30,58,B
14023212001,29,34,B
14505058001,29,105,B
15021047001,29,528,B
14010200001,29,38,B
30450023001,29,67,B
14616019001,29,39,B
14506126001,29,132,B
14506281001,29,232,B
14021035001,29,85,B
14833056001,29,201,B
14023044001,29,55,B
14023257001,29,43,B
14202013001,29,45,B
10014080001,29,222,B
11050046001,29,46,B
12103030001,29,156,B
31568019001,29,29,B
14611899001,29,31,B
14104200001,29,36,B
14222053001,29,40,B
14833086001,29,46,B
14111005001,29,42,B
12020232001,29,43,B
14502031001,29,140,B
31500025001,29,51,B
14002021001,29,39,B
14001085001,29,35,B
31602045001,29,69,B
11050065002,29,42,B
12201048001,29,696,B
10033012001,29,324,B
14001058001,29,43,B
14001084001,29,37,B
14361104001,29,61,B
14361128001,29,56,B
11071001001,29,65,B
14361162001,29,64,B
14600030001,29,66,B
10010042001,29,372,B
14241020001,29,50,B
12010037001,29,258,B
12122016001,29,61,B
14833060001,28,30,B
14332008001,28,47,B
14243061001,28,52,B
14501017001,28,152,B
14833034001,28,62,B
10020016001,28,360,B
10020025001,28,354,B
14223178001,28,30,B
14331044001,28,34,B
14110053001,28,46,B
14512899001,28,34,B
14361007001,28,71,B
14370054001,28,68,B
14370029001,28,38,B
14311231001,28,56,B
14104097001,28,45,B
14361027001,28,45,B
14102048001,28,34,B
10030017001,28,221,B
10040050001,28,444,B
12120038001,28,160,B
14361160001,28,51,B
14361065001,28,50,B
12102142001,28,58,B
14203056001,28,47,B
14227005001,28,29,B
14204025001,28,42,B
14242149001,28,43,B
11061023001,28,36,B
10014086001,28,380,B
14616013001,28,32,B
14242004001,28,55,B
14611020001,28,32,B
14210051001,28,64,B
11050019002,28,47,B
12001080001,28,39,B
31420006001,28,64,B
14211055001,28,33,B
14810030001,28,132,B
14222019001,28,31,B
14131024001,28,51,B
14620051001,27,37,B
14503010001,27,360,B
12121023001,27,114,B
14010151001,27,68,B
11104005002,27,32,B
10041008001,27,348,B
14020977001,27,41,B
10014029001,27,348,B
10024014001,27,264,B
11071902001,27,41,B
14240017001,27,48,B
14620903001,27,38,B
14370072001,27,56,B
14700078001,27,43,B
14361112001,27,67,B
11040039001,27,32,B
12000317001,27,31,B
41301008001,27,29,B
14000051001,27,50,B
14820023001,27,53,B
12210005001,27,195,B
11062025001,27,38,B
14021015001,27,37,B
31532100001,27,55,B
12011254001,27,55,B
10014074001,27,354,B
12011067001,27,53,B
14110051001,27,35,B
14510118001,27,35,B
11101036001,27,59,B
14610010001,27,105,B
14244056001,27,31,B
14510068001,27,36,B
14509036001,27,33,B
14509016001,27,47,B
14222087001,27,36,B
12011085001,27,51,B
14615101001,27,65,B
14832057001,27,126,B
14022107001,27,37,B
12101004001,27,58,B
14332016001,26,38,B
14330018001,26,49,B
14200046001,26,40,B
12011400001,26,56,B
14110002001,26,35,B
14244011001,26,32,B
14110010001,26,38,B
14361041001,26,46,B
11070045001,26,67,B
14833075001,26,121,B
11070029001,26,47,B
10034012001,26,224,B
14000220001,26,41,B
11050029001,26,34,B
41300016001,26,27,B
12123075001,26,59,B
11032027001,26,75,B
11050031001,26,40,B
14223023001,26,40,B
14521180001,26,34,B
12106097001,26,33,B
12010080001,26,216,B
14202023001,26,33,B
14022020001,26,39,B
14506190001,26,44,B
12000011001,26,28,B
14020937001,26,35,B
14242036001,26,37,B
14616017001,26,34,B
14011043001,26,43,B
11041027001,26,36,B
12011056001,26,61,B
14010102001,26,39,B
14200091001,26,40,B
10030021001,26,300,B
11103058001,26,84,B
14002038001,26,28,B
14621038001,26,46,B
14501938001,26,111,B
14120044001,26,40,B
14506044001,25,33,B
14332014001,25,35,B
14361044001,25,41,B
14620084001,25,40,B
31500022004,25,41,B
14521159001,25,68,B
30045077001,25,75,B
14506225001,25,116,B
14832056001,25,105,B
14500081001,25,102,B
10000001001,25,175,B
14203080001,25,39,B
10034023001,25,396,B
11103076001,25,75,B
12123085001,25,165,B
14023502001,25,27,B
12020344001,25,50,B
14102007001,25,34,B
14102008001,25,32,B
14102067001,25,41,B
14001029001,25,28,B
14105008001,25,55,B
14110011001,25,36,B
12100027001,25,114,B
14300008001,25,27,B
10020019001,25,276,B
12201030001,25,500,B
12122003001,25,84,B
14241004001,25,32,B
10014126001,25,492,B
12010059001,25,180,B
14311020001,25,58,B
14200049001,25,45,B
10014117001,25,280,B
14200012001,25,45,B
11051044001,25,31,B
12123897001,25,81,B
12102106001,25,56,B
12212069001,25,140,B
12120093001,25,62,B
14244026001,25,32,B
14510010001,24,34,B
14741039001,24,46,B
14833058001,24,51,B
14002040001,24,30,B
14352080001,24,50,B
10000023001,24,124,B
14001027001,24,39,B
14203064001,24,33,B
10023002001,24,31,B
14020019001,24,34,B
14022001001,24,35,B
14501926001,24,140,B
14370076001,24,72,B
14210079001,24,51,B
14131044001,24,30,B
12002023001,24,61,B
14303001001,24,29,B
10023080001,24,76,B
33551908001,24,36,B
14361907001,24,43,B
31603002001,24,60,B
14506018001,24,31,B
14111030001,24,34,B
31533037002,24,48,B
14104102001,24,45,B
14102025001,24,27,B
14510190001,24,42,B
14101081001,24,26,B
14023210001,24,28,B
14022027001,24,58,B
11070024001,24,59,B
14243020001,24,27,B
14833040001,24,33,B
14602002001,24,28,B
14620119001,24,47,B
14522065001,24,56,B
12123015001,24,85,B
12020165001,24,29,B
11032021001,24,58,B
14602026001,24,29,B
14611013001,24,40,B
14510246001,24,34,B
11061070001,24,37,B
14200133001,23,27,B
14242042001,23,37,B
11111007001,23,34,B
10035036001,23,252,B
31501901003,23,41,B
14104109001,23,35,B
14506141001,23,30,B
14523031001,23,36,B
10010012001,23,344,B
14210005001,23,26,B
12020485001,23,35,B
31455003001,23,49,B
14740024001,23,30,B
14243133001,23,32,B
11050045001,23,30,B
14203089001,23,34,B
11103346001,23,30,B
14600007001,23,49,B
31567019001,23,53,B
12121091001,23,62,B
14603012001,23,54,B
12010042001,23,73,B
12120006001,23,58,B
14204005001,23,27,B
12106030001,23,138,B
12010120001,23,35,B
14500017001,23,112,B
11040026001,23,44,B
35751019001,23,100,B
10023035001,23,292,B
11040046001,23,45,B
14600899001,23,27,B
14302079001,23,39,B
14243041001,23,50,B
12106006001,23,37,B
12010198001,23,37,B
12121089001,23,102,B
11103220001,23,46,B
12212019001,23,78,B
11103116001,23,42,B
14244934001,23,43,B
14001037001,23,39,B
14353010001,23,60,B
11100018001,23,29,B
12200002001,23,138,B
14833011001,23,123,B
14833002001,23,30,B
14224002001,23,48,B
14351056001,23,53,B
14001103001,23,47,B
14001118001,23,78,B
14331022001,23,32,B
14353052001,23,30,B
14000131001,23,26,B
14511080001,23,37,B
14832033001,23,159,B
12105045001,23,33,B
11050059001,23,39,B
12212011001,23,48,B
15021059001,23,300,B
14632005001,23,25,B
14820001001,23,36,B
14506400001,23,27,B
12221008001,23,460,B
14510030001,23,36,B
14805001001,23,264,B
14633934001,23,43,B
14805023001,23,180,B
10034013001,22,294,B
32501100001,22,79,B
14802011001,22,96,B
14204068001,22,132,B
14511026001,22,40,B
11100011001,22,35,B
12010036001,22,204,B
10033073001,22,231,B
14830012001,22,141,B
14210081001,22,33,B
14832005001,22,135,B
14610009001,22,91,B
10034032001,22,294,B
12000152001,22,28,B
14241024001,22,40,B
10053901001,22,180,B
14506211001,22,26,B
15021057001,22,396,B
15021042001,22,576,B
14522048001,22,60,B
10041007001,22,518,B
11050038001,22,31,B
15020904001,22,137,B
14620024001,22,27,B
14241037001,22,43,B
14851034001,22,53,B
11103046001,22,55,B
10040038001,22,280,B
11110060002,22,58,B
14520066001,22,52,B
14222007001,22,28,B
14507029001,22,35,B
11111022001,22,39,B
14615107001,22,28,B
31532098001,22,46,B
31532099001,22,46,B
14600017001,22,42,B
14621021001,22,356,B
14242156001,22,40,B
10041899001,22,258,B
31424001001,22,27,B
14210067001,22,26,B
14001097001,22,34,B
12201897001,22,58,B
12202039001,22,46,B
12210024001,22,155,B
12212007001,22,90,B
10014101001,22,318,B
14111041001,22,33,B
12011255001,22,44,B
12011199001,22,27,B
14351052001,22,46,B
14352069001,22,26,B
12010262001,22,34,B
14203059001,22,34,B
14353045001,22,27,B
10020038001,22,252,B
14104193001,22,23,B
14010088001,22,255,B
14011065001,22,30,B
12011109001,22,23,B
14104098001,22,28,B
10021022001,22,348,B
14121130001,22,26,B
14100002001,22,38,B
10014034001,22,306,B
10001041001,22,160,B
12123902001,22,60,B
10032048001,22,224,B
14132149001,22,28,B
14201022001,22,32,B
14222999001,21,37,B
12123029001,21,61,B
12122034001,21,44,B
14002039001,21,21,B
14010047001,21,27,B
14612005001,21,29,B
12120061001,21,64,B
14223005001,21,23,B
15022021001,21,270,B
14361009001,21,25,B
14361012001,21,26,B
14620019001,21,59,B
12120044001,21,116,B
14222089001,21,24,B
14222071001,21,28,B
14506291001,21,92,B
14311236001,21,25,B
14023256001,21,26,B
12100003001,21,48,B
14311081001,21,36,B
14511007001,21,31,B
12123079001,21,53,B
14511001001,21,38,B
11022025001,21,22,B
11050895001,21,37,B
12212006001,21,87,B
12123111001,21,78,B
14740038001,21,57,B
12212027001,21,27,B
12011333001,21,26,B
12011065001,21,38,B
14510147001,21,37,B
14240001001,21,46,B
14805059001,21,180,B
14242003001,21,34,B
14510058001,21,43,B
14810031001,21,26,B
12020339001,21,22,B
12011237001,21,35,B
11020002001,21,42,B
14000068001,21,30,B
12011299001,21,33,B
14501007001,21,100,B
12000108001,21,22,B
10040035001,21,141,B
10034002001,21,136,B
11111010001,21,38,B
14361148001,21,47,B
11111005001,21,40,B
11110093001,21,47,B
14202018001,21,44,B
14370006001,21,41,B
41522003001,21,21,B
14120014001,21,25,B
14113013001,21,25,B
11111015001,21,35,B
31501903003,21,50,B
14361120001,21,35,B
14203003001,21,46,B
10040028001,21,66,B
14204133001,21,52,B
31568028001,21,21,B
12100023001,20,50,B
12212059001,20,96,B
14370007001,20,42,B
14361161001,20,34,B
10016011001,20,276,B
12010192001,20,29,B
14111050001,20,44,B
14741017001,20,45,B
14615079001,20,38,B
12001109001,20,25,B
14120024001,20,26,B
14523104001,20,27,B
11070003001,20,48,B
12105049001,20,25,B
14200093001,20,31,B
12010144001,20,75,B
14502045001,20,27,B
14132153001,20,46,B
14330039001,20,35,B
14620158001,20,33,B
12123901001,20,106,B
10014024001,20,216,B
10014030001,20,208,B
14241033001,20,38,B
14210085001,20,26,B
14210108001,20,54,B
14512013001,20,23,B
12150009001,20,31,B
14621051001,20,25,B
11050081001,20,37,B
14241023001,20,28,B
12200006001,20,120,B
10024003001,20,74,B
14121039001,20,25,B
31568016001,20,23,B
14242039001,20,43,B
11021013001,20,30,B
12120898001,20,68,B
14001096001,20,22,B
14003053001,20,33,B
14603019001,20,44,B
14603010001,20,49,B
14202034001,20,29,B
31502034001,20,38,B
14104146001,20,34,B
10303001001,20,702,B
14010226001,20,29,B
10040011001,20,580,B
31501903002,20,41,B
14013014001,20,55,B
14013022001,20,36,B
31420014001,20,23,B
11103289001,20,44,B
14361114001,20,81,B
12120007001,20,49,B
14104005001,20,30,B
14506204001,20,96,B
14202040001,20,29,B
14110146001,20,28,B
14601065001,20,21,B
14312113001,20,50,B
14506045001,20,28,B
14000067001,20,20,B
11073902002,20,37,B
14001089001,20,23,B
14830020001,20,81,B
14830043001,20,72,B
14822062001,20,22,B
11073907001,20,29,B
12000045001,20,21,B
12102055001,20,41,B
12121056001,20,53,B
12000016001,20,23,B
14204053001,20,37,B
14000005001,20,25,B
14820031001,20,31,B
14242145001,19,24,B
12100028001,19,50,B
14613918001,19,29,B
12121016001,19,96,B
12123066001,19,46,B
14210024001,19,37,B
11040001001,19,57,B
12123069001,19,24,B
14602107001,19,21,B
12120082001,19,108,B
11050039001,19,35,B
14200130001,19,36,B
14612015001,19,21,B
12011058001,19,20,B
14210046001,19,23,B
14010192001,19,22,B
14001001001,19,30,B
14001011001,19,30,B
11100112001,19,27,B
14010006001,19,315,B
14010038001,19,285,B
14010048001,19,28,B
31503001001,19,39,B
14620111001,19,25,B
31502034002,19,44,B
14222107001,19,30,B
14013007001,19,21,B
11104006001,19,24,B
12011022001,19,34,B
14222025001,19,22,B
14111017001,19,23,B
31567032001,19,45,B
14220086001,19,32,B
11071034001,19,28,B
14804999001,19,270,B
14227002001,19,24,B
14220019001,19,25,B
12000377001,19,21,B
14111120001,19,26,B
12212025001,19,34,B
12011354001,19,37,B
14633021001,19,24,B
14633001001,19,69,B
12003130001,19,29,B
14621048001,19,25,B
12020068001,19,28,B
14241032001,19,30,B
11070011001,19,50,B
14831027001,19,78,B
10052019001,19,28,B
14510210001,19,29,B
11021029001,19,36,B
10040071001,19,380,B
14243150001,19,37,B
10034045001,19,200,B
14506069001,19,35,B
14330042001,19,25,B
14501944001,19,24,B
14500066001,19,30,B
10014109001,19,162,B
14506631001,19,19,B
14353013001,19,33,B
10031023001,19,200,B
10020012001,19,282,B
14243107001,19,23,B
14243026001,19,46,B
10023038001,18,136,B
14612059001,18,28,B
14620902001,18,27,B
14361083001,18,31,B
14615013001,18,20,B
14311044001,18,27,B
11111020001,18,23,B
11111004001,18,61,B
12011473001,18,20,B
14226005001,18,61,B
14242144001,18,28,B
11071033001,18,21,B
14600020001,18,23,B
12201022001,18,99,B
14506085001,18,115,B
14632058001,18,29,B
11042011001,18,38,B
11050047001,18,34,B
14001050001,18,31,B
14002046001,18,20,B
14620070001,18,33,B
14200086001,18,30,B
14523028001,18,25,B
14203016001,18,33,B
10032059001,18,172,B
14351034001,18,54,B
14132156001,18,33,B
12327084001,18,20,B
12001026001,18,20,B
14502018001,18,29,B
12010013001,18,39,B
10033031001,18,52,B
12005093001,18,46,B
12220016001,18,23,B
14244039001,18,28,B
14200088001,18,22,B
14121011001,18,28,B
14244009001,18,32,B
12151015001,18,21,B
14821006001,18,48,B
12150016001,18,28,B
11100017001,18,20,B
11111003001,18,28,B
10010009001,18,184,B
14244906001,18,33,B
11103106001,18,46,B
14602062001,18,24,B
10053909001,18,236,B
14110145001,18,19,B
11040001002,18,40,B
14104073001,18,22,B
11032230001,18,32,B
12102057001,18,44,B
11103237001,18,24,B
10002915001,18,176,B
15024011001,18,552,B
14104030001,18,46,B
14833036001,18,42,B
14023294001,18,34,B
11032016002,18,120,B
14621070001,18,31,B
14361055001,18,27,B
10001007001,18,168,B
11103046002,18,41,B
14021090001,18,20,B
14832013001,18,60,B
14631064001,18,26,B
12010209001,18,23,B
14361159001,18,25,B
14611901001,18,25,B
14010221001,18,31,B
14010285001,18,27,B
31502003001,18,31,B
12011144001,18,36,B
14011021001,18,28,B
31500025003,18,31,B
11050098001,18,51,B
12011136001,18,23,B
11103270002,18,44,B
14353040001,18,25,B
11104005001,18,21,B
10010018001,18,528,B
14361017001,18,35,B
14315008001,18,27,B
11103303001,18,31,B
11103270003,18,35,B
14111058001,17,25,B
14111063001,17,32,B
14111021001,17,26,B
10023049001,17,20,B
14700029001,17,31,B
14361146001,17,21,B
14361093001,17,34,B
14633896001,17,33,B
14200021001,17,31,B
31822064001,17,25,B
14200092001,17,36,B
11061011001,17,19,B
31500030001,17,23,B
14822042001,17,93,B
14222005001,17,42,B
14506145001,17,21,B
31422011001,17,25,B
11074048001,17,41,B
14831018001,17,87,B
14832037001,17,50,B
11100015001,17,20,B
30000048001,17,20,B
14222898001,17,138,B
11103069001,17,38,B
14223119001,17,20,B
14833077001,17,18,B
11103027001,17,39,B
14506130001,17,17,B
11110078004,17,20,B
11110090001,17,34,B
10033048001,17,136,B
14500051001,17,88,B
14204118001,17,25,B
14204136001,17,31,B
14210010001,17,23,B
12005093004,17,44,B
14211038001,17,25,B
12002126001,17,22,B
11010115001,17,21,B
14510090001,17,37,B
31914003001,17,31,B
12000223001,17,20,B
14506036001,17,68,B
14301108001,17,28,B
11110095001,17,34,B
14630034001,17,19,B
12000124001,17,23,B
11032024001,17,84,B
12120058001,17,70,B
10014037001,17,75,B
14312055001,17,42,B
14242154001,17,34,B
14616022001,17,22,B
14521168001,17,25,B
11041017001,17,24,B
14243034001,17,33,B
12123903001,17,78,B
11031912001,17,43,B
14003010001,17,21,B
14353073001,17,24,B
14243006001,17,51,B
14330020001,17,22,B
14000322001,17,30,B
12123034001,17,60,B
12011244001,17,17,B
14000102001,17,22,B
14361025001,17,30,B
14242083001,17,25,B
10022014001,17,48,B
14101021001,17,51,B
11042005001,17,31,B
12011275001,17,19,B
12120030001,17,63,B
14010195001,17,23,B
12011252001,17,23,B
12106044001,17,22,B
14822050001,16,31,B
31501901004,16,26,B
14805018001,16,120,B
14302006001,16,54,B
14600032001,16,20,B
14506140001,16,76,B
14611001001,16,21,B
14810025001,16,81,B
14822023001,16,18,B
14506014001,16,21,B
12211005001,16,20,B
14810018001,16,96,B
14601051001,16,19,B
12124001001,16,37,B
12020028001,16,26,B
14613018001,16,18,B
14311065001,16,32,B
14613899001,16,20,B
12000081001,16,23,B
31623026001,16,35,B
14315004001,16,25,B
14610007001,16,22,B
14833059001,16,28,B
14507076001,16,22,B
11032002001,16,354,B
11101039001,16,31,B
14833049001,16,54,B
11103054001,16,41,B
14850125001,16,16,B
14223247001,16,21,B
31423019001,16,57,B
11103018001,16,34,B
14850124001,16,16,B
14602011001,16,16,B
12105067001,16,21,B
14850040001,16,16,B
12105001001,16,26,B
11103088001,16,26,B
15023010001,16,342,B
14312070001,16,41,B
12102013001,16,46,B
12100046001,16,38,B
14313019001,16,33,B
14243016001,16,25,B
14509005001,16,22,B
14506315001,16,35,B
30045077002,16,45,B
11103270001,16,42,B
11040031001,16,71,B
14830048001,16,78,B
12123014001,16,58,B
14615052001,16,20,B
12123024001,16,39,B
11010043001,16,35,B
10014076001,16,246,B
11103031001,16,20,B
11050005001,16,36,B
14111023001,16,27,B
11070016001,16,23,B
14010140001,16,32,B
14616021001,16,20,B
14223073001,16,21,B
11051025001,16,34,B
14510180001,16,35,B
14200085001,16,24,B
14204077001,16,19,B
10020094001,16,120,B
10033002001,16,176,B
14360042001,16,22,B
14000210001,16,19,B
11022003002,16,28,B
11062019001,16,19,B
14000098001,16,18,B
11062013001,16,18,B
14000106001,16,20,B
14010033001,16,21,B
11050131001,16,35,B
14511005001,16,42,B
14620133001,16,44,B
10033022001,16,145,B
14632009001,16,20,B
35301005001,16,73,B
14103070001,16,23,B
14621058001,16,24,B
14342025001,16,17,B
12011268001,16,19,B
12220011001,16,21,B
11050040001,16,22,B
14615114001,16,28,B
12220019001,16,27,B
14210035001,16,17,B
14351055001,16,29,B
12011206001,16,30,B
14361137001,16,23,B
14633897001,16,30,B
14310025001,16,51,B
10020010001,16,100,B
10021005001,16,372,B
14621013001,16,171,B
14621009001,16,17,B
10002990001,15,356,B
10023892001,15,23,B
11103111001,15,24,B
14132130001,15,16,B
10024001001,15,294,B
32511049001,15,118,B
14120060001,15,24,B
14222217001,15,17,B
14362019001,15,36,B
11010013001,15,16,B
12102112001,15,17,B
14506378001,15,84,B
12123007001,15,73,B
11103080001,15,24,B
14361008001,15,18,B
14110028001,15,20,B
14223030001,15,18,B
12011069001,15,16,B
14200017001,15,18,B
14202027001,15,33,B
14200019001,15,22,B
10035024001,15,228,B
12020036001,15,19,B
12012043001,15,16,B
14204899001,15,34,B
14506074001,15,18,B
12011409001,15,31,B
12011383001,15,16,B
14506053001,15,21,B
12011367001,15,17,B
12000089001,15,16,B
14506042001,15,35,B
14506038001,15,26,B
14210034001,15,35,B
14210110001,15,18,B
14311032001,15,30,B
41301008002,15,15,B
12125007001,15,37,B
12123143001,15,43,B
11103156001,15,33,B
14204052001,15,26,B
12123008001,15,84,B
12123009001,15,126,B
14360032001,15,18,B
14200090001,15,29,B
14311003001,15,45,B
12010071001,15,19,B
10014111001,15,258,B
14330004001,15,20,B
14300046001,15,25,B
11110029001,15,22,B
14203058001,15,18,B
