sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
1555,169,1,26,3,2888,picker-4,,1,,3466.0
1556,169,1,18,5,2888,picker-4,,1,,3434.0
1557,169,1,454,1,2888,picker-4,,1,,3568.0
1558,169,1,855,1,2888,picker-4,,1,,3563.0
1559,170,1,337,1,2890,picker-2,,1,,4579.0
1560,171,1,26,8,2911,picker-4,,1,,3867.0
1561,171,1,2,1,2911,picker-4,,1,,4379.0
1562,171,1,3534,5,2911,picker-4,,1,,3988.0
1563,171,1,1522,2,2911,picker-4,,1,,4069.0
1564,171,1,1298,2,2911,picker-4,,1,,3872.0
1565,171,1,82,9,2911,picker-4,,1,,3867.0
1566,172,1,1620,1,2913,picker-3,,1,,4136.0
1567,172,1,859,1,2913,picker-3,,1,,4136.0
1568,172,1,304,1,2913,picker-3,,1,,4333.0
1569,172,1,73,12,2913,picker-3,,1,,3971.0
1570,172,1,446,6,2913,picker-3,,1,,3980.0
1571,172,1,391,1,2913,picker-3,,1,,4372.0
1572,173,1,558,10,2916,picker-1,,1,,7564.0
1573,174,1,2033,1,2942,picker-3,,1,,4738.0
1574,174,1,0,2,2942,picker-3,,1,,4022.0
1575,174,1,112,12,2942,picker-3,,1,,3870.0
1576,174,1,3342,2,2942,picker-3,,1,,4209.0
1577,174,1,22,5,2942,picker-3,,1,,4189.0
1578,174,1,3254,8,2942,picker-3,,1,,3992.0
1579,175,1,11,9,2944,picker-5,,1,,3582.0
1580,176,1,104,3,2982,picker-5,,1,,4338.0
1581,177,1,174,12,3008,picker-4,,1,,4434.0
1582,178,1,453,10,3034,picker-1,,1,,3816.0
1583,178,1,48,9,3034,picker-1,,1,,4043.0
1584,179,1,309,1,3034,picker-1,,1,,4349.0
1585,179,1,406,4,3034,picker-1,,1,,4105.0
1586,179,1,1018,3,3034,picker-1,,1,,4237.0
1587,179,1,350,1,3034,picker-1,,1,,4442.0
1588,179,1,833,3,3034,picker-1,,1,,3850.0
1589,179,1,46,6,3034,picker-1,,1,,4058.0
1590,179,1,343,3,3034,picker-1,,1,,4077.0
1591,179,1,26,12,3034,picker-1,,1,,3850.0
1592,179,1,85,3,3034,picker-1,,1,,4142.0
1593,179,1,41,1,3034,picker-1,,1,,4043.0
1594,179,1,101,11,3034,picker-1,,1,,3850.0
1595,179,1,901,1,3034,picker-1,,1,,4529.0
1596,180,1,3798,5,3059,picker-2,,1,,4055.0
1597,180,1,298,8,3059,picker-2,,1,,3805.0
1598,180,1,478,2,3059,picker-2,,1,,4197.0
1599,180,1,1708,2,3059,picker-2,,1,,4131.0
1600,180,1,9,12,3059,picker-2,,1,,3672.0
1601,180,1,284,3,3059,picker-2,,1,,3852.0
1602,180,1,16,6,3059,picker-2,,1,,3876.0
1603,180,1,1046,1,3059,picker-2,,1,,4190.0
1604,180,1,566,11,3059,picker-2,,1,,3672.0
1605,180,1,62,10,3059,picker-2,,1,,3729.0
1606,180,1,42,7,3059,picker-2,,1,,3841.0
1607,180,1,5,10,3059,picker-2,,1,,3763.0
1608,180,1,108,8,3059,picker-2,,1,,3830.0
1609,180,1,415,2,3059,picker-2,,1,,4087.0
1610,181,1,1313,3,3079,picker-4,,1,,7303.0
1611,182,1,904,2,3104,picker-2,,1,,4631.0
1612,182,1,234,3,3104,picker-2,,1,,4492.0
1613,182,1,368,3,3104,picker-2,,1,,4523.0
1614,182,1,415,4,3104,picker-2,,1,,4940.0
1615,182,1,164,12,3104,picker-2,,1,,4511.0
1616,183,1,346,8,3137,picker-3,,1,,4124.0
1617,183,1,7,6,3137,picker-3,,1,,4136.0
1618,183,1,9,12,3137,picker-3,,1,,4061.0
1619,183,1,85,6,3137,picker-3,,1,,4061.0
1620,183,1,1313,2,3137,picker-3,,1,,4311.0
1621,183,1,1105,1,3137,picker-3,,1,,4629.0
1622,183,1,964,2,3137,picker-3,,1,,4124.0
1623,183,1,1132,1,3137,picker-3,,1,,4316.0
1624,183,1,897,2,3137,picker-3,,1,,4303.0
1625,183,1,1046,1,3137,picker-3,,1,,4441.0
1626,183,1,1099,1,3137,picker-3,,1,,4579.0
1627,183,1,314,1,3137,picker-3,,1,,4448.0
1628,184,1,2417,1,3145,picker-5,,1,,8928.0
1629,185,1,392,2,3154,picker-1,,1,,3561.0
1630,186,1,66,7,3197,picker-4,,1,,3518.0
1631,187,1,136,9,3227,picker-1,,1,,21844.0
1632,187,1,117,11,3227,picker-1,,1,,21729.0
1633,187,1,795,1,3227,picker-1,,1,,22691.0
1634,187,1,367,1,3227,picker-1,,1,,22023.0
1635,187,1,182,12,3227,picker-1,,1,,21754.0
1636,187,1,324,6,3227,picker-1,,1,,21981.0
1637,187,1,175,11,3227,picker-1,,1,,21812.0
1638,187,1,639,10,3227,picker-1,,1,,21891.0
1639,187,1,800,1,3227,picker-1,,1,,21869.0
1640,187,1,10,1,3227,picker-1,,1,,22281.0
1641,187,1,6,5,3227,picker-1,,1,,22145.0
1642,188,1,498,3,3232,picker-5,,1,,3955.0
1643,188,1,2618,2,3232,picker-5,,1,,3936.0
1644,188,1,106,12,3232,picker-5,,1,,3915.0
1645,188,1,1478,8,3232,picker-5,,1,,3967.0
1646,188,1,3,12,3232,picker-5,,1,,3931.0
1647,189,1,1,5,3236,picker-3,,1,,5046.0
1648,189,1,2534,1,3236,picker-3,,1,,5568.0
1649,189,1,1400,1,3236,picker-3,,1,,5896.0
1650,189,1,1309,1,3236,picker-3,,1,,5905.0
1651,189,1,461,3,3236,picker-3,,1,,5686.0
1652,189,1,102,3,3236,picker-3,,1,,5271.0
1653,189,1,846,1,3236,picker-3,,1,,6871.0
1654,190,1,247,5,3236,picker-2,,1,,3984.0
1655,191,1,239,4,3243,picker-4,,1,,4076.0
1656,192,1,197,7,3286,,,-3,,
1657,192,1,74,7,3286,,,-3,,
1658,192,1,816,2,3286,,,-3,,
1659,192,1,308,7,3286,,,-3,,
1660,192,1,418,3,3286,,,-3,,
1661,192,1,372,3,3286,,,-3,,
1662,192,1,267,5,3286,,,-3,,
1663,192,1,338,5,3286,,,-3,,
1664,192,1,793,1,3286,,,-3,,
1665,193,1,2233,1,3370,picker-4,,1,,6832.0
1666,194,1,1292,5,3375,picker-5,,1,,9400.0
1667,194,1,94,11,3375,picker-5,,1,,9335.0
1668,194,1,2896,4,3375,picker-5,,1,,9390.0
1669,194,1,2345,1,3375,picker-5,,1,,9631.0
1670,194,1,876,1,3375,picker-5,,1,,10720.0
1671,194,1,138,12,3375,picker-5,,1,,9284.0
1672,194,1,1789,3,3375,picker-5,,1,,9587.0
1673,194,1,1216,1,3375,picker-5,,1,,9631.0
1674,195,1,1452,1,3378,picker-5,,1,,17427.0
1675,196,1,815,1,3379,picker-4,,1,,4079.0
1676,197,1,1213,2,3383,picker-1,,1,,5350.0
1677,197,1,236,3,3383,picker-1,,1,,5308.0
1678,197,1,12,7,3383,picker-1,,1,,5196.0
1679,197,1,1702,2,3383,picker-1,,1,,5302.0
1680,198,1,612,12,3402,picker-3,,1,,9992.0
1681,198,1,8,5,3402,picker-3,,1,,10091.0
1682,198,1,2590,4,3402,picker-3,,1,,10259.0
1683,198,1,633,2,3402,picker-3,,1,,10382.0
1684,198,1,1199,1,3402,picker-3,,1,,10628.0
1685,198,1,251,3,3402,picker-3,,1,,10336.0
1686,198,1,27,9,3402,picker-3,,1,,10061.0
1687,199,1,280,2,3416,picker-3,,1,,5592.0
1688,199,1,59,2,3416,picker-3,,1,,5600.0
1689,199,1,792,1,3416,picker-3,,1,,5632.0
1690,199,1,1410,1,3416,picker-3,,1,,5818.0
1691,199,1,260,2,3416,picker-3,,1,,5288.0
1692,199,1,808,2,3416,picker-3,,1,,5617.0
1693,199,1,1820,3,3416,picker-3,,1,,5373.0
1694,199,1,278,2,3416,picker-3,,1,,4988.0
1695,199,1,13,4,3416,picker-3,,1,,5046.0
1696,199,1,63,9,3416,picker-3,,1,,4976.0
1697,199,1,370,2,3416,picker-3,,1,,5801.0
1698,199,1,804,3,3416,picker-3,,1,,5502.0
1699,200,1,307,6,3487,picker-3,,1,,4651.0
1700,201,1,10,8,3516,picker-3,,1,,12195.0
1701,201,1,1,5,3516,picker-3,,1,,11903.0
1702,201,1,349,1,3516,picker-3,,1,,13106.0
1703,201,1,56,12,3516,picker-3,,1,,11919.0
1704,201,1,597,4,3516,picker-3,,1,,12496.0
1705,201,1,120,9,3516,picker-3,,1,,11854.0
1706,201,1,150,12,3516,picker-3,,1,,11879.0
1707,201,1,2871,3,3516,picker-3,,1,,12605.0
1708,201,1,3480,9,3516,picker-3,,1,,12208.0
1709,201,1,89,12,3516,picker-3,,1,,11993.0
1710,201,1,252,3,3516,picker-3,,1,,12721.0
1711,201,1,1433,1,3516,picker-3,,1,,12476.0
1712,201,1,125,12,3516,picker-3,,1,,11903.0
1713,201,1,339,3,3516,picker-3,,1,,12013.0
1714,201,1,415,9,3516,picker-3,,1,,12097.0
1715,202,1,21,9,3537,picker-5,,1,,4650.0
1716,203,1,59,6,3539,picker-5,,1,,5238.0
1717,203,1,54,8,3539,picker-5,,1,,5228.0
1718,203,1,2017,1,3539,picker-5,,1,,5552.0
1719,203,1,1775,1,3539,picker-5,,1,,5735.0
1720,203,1,244,2,3539,picker-5,,1,,5415.0
1721,204,1,922,2,3542,picker-2,,1,,4176.0
1722,205,1,489,4,3551,picker-2,,1,,4042.0
1723,206,1,1333,1,3573,picker-3,,1,,4354.0
1724,207,1,9,12,3585,picker-5,,1,,3861.0
1725,208,1,2987,1,3591,picker-5,,1,,5767.0
1726,208,1,8,8,3591,picker-5,,1,,3949.0
1727,208,1,340,2,3591,picker-5,,1,,3973.0
1728,208,1,988,2,3591,picker-5,,1,,4338.0
1729,209,1,1703,5,3636,picker-3,,1,,4267.0
1730,209,1,1626,5,3636,picker-3,,1,,4069.0
1731,209,1,2,3,3636,picker-3,,1,,4022.0
1732,209,1,256,1,3636,picker-3,,1,,4411.0
1733,209,1,1285,1,3636,picker-3,,1,,4521.0
1734,209,1,71,12,3636,picker-3,,1,,4014.0
1735,210,1,316,2,3656,picker-3,,1,,14299.0
1736,210,1,379,4,3656,picker-3,,1,,14542.0
1737,210,1,41,9,3656,picker-3,,1,,14192.0
1738,210,1,1042,3,3656,picker-3,,1,,14787.0
1739,210,1,2242,1,3656,picker-3,,1,,15602.0
1740,210,1,13,6,3656,picker-3,,1,,14409.0
1741,210,1,1850,3,3656,picker-3,,1,,14891.0
1742,210,1,599,12,3656,picker-3,,1,,14331.0
1743,210,1,155,12,3656,picker-3,,1,,14126.0
1744,210,1,285,1,3656,picker-3,,1,,14508.0
1745,210,1,1291,3,3656,picker-3,,1,,14923.0
1746,210,1,441,3,3656,picker-3,,1,,14442.0
1747,210,1,10,3,3656,picker-3,,1,,14452.0
1748,210,1,667,9,3656,picker-3,,1,,14212.0
1749,210,1,404,2,3656,picker-3,,1,,14633.0
1750,210,1,939,2,3656,picker-3,,1,,15188.0
1751,210,1,480,5,3656,picker-3,,1,,15355.0
1752,210,1,1,6,3656,picker-3,,1,,14096.0
1753,211,1,1585,2,3680,picker-3,,1,,6822.0
1754,212,1,576,4,3689,picker-3,,1,,7153.0
1755,212,1,336,4,3689,picker-3,,1,,7173.0
1756,212,1,325,3,3689,picker-3,,1,,7224.0
1757,213,1,1363,2,3717,picker-5,,1,,12748.0
1758,214,1,75,11,3720,picker-2,,1,,15672.0
1759,214,1,338,4,3720,picker-2,,1,,16506.0
1760,214,1,141,12,3720,picker-2,,1,,15799.0
1761,214,1,123,7,3720,picker-2,,1,,16290.0
1762,214,1,948,3,3720,picker-2,,1,,16624.0
1763,214,1,69,11,3720,picker-2,,1,,15702.0
1764,214,1,208,12,3720,picker-2,,1,,15629.0
1765,214,1,7,10,3720,picker-2,,1,,15672.0
1766,214,1,526,2,3720,picker-2,,1,,16781.0
1767,214,1,230,1,3720,picker-2,,1,,16391.0
1768,215,1,922,1,3745,picker-2,,1,,4515.0
1769,216,1,293,2,3761,picker-4,,1,,4211.0
1770,216,1,388,1,3761,picker-4,,1,,4869.0
1771,216,1,15,12,3761,picker-4,,1,,4148.0
1772,216,1,77,11,3761,picker-4,,1,,4207.0
1773,217,1,548,12,3781,picker-4,,1,,6704.0
1774,217,1,126,9,3781,picker-4,,1,,6721.0
1775,217,1,3717,1,3781,picker-4,,1,,7006.0
1776,217,1,3687,3,3781,picker-4,,1,,6766.0
1777,217,1,3210,1,3781,picker-4,,1,,6966.0
1778,217,1,21,12,3781,picker-4,,1,,6760.0
1779,218,1,109,11,3786,picker-3,,1,,7966.0
1780,218,1,181,11,3786,picker-3,,1,,7951.0
1781,218,1,275,2,3786,picker-3,,1,,7990.0
1782,218,1,277,1,3786,picker-3,,1,,8322.0
1783,218,1,43,9,3786,picker-3,,1,,7985.0
1784,219,1,83,10,3799,picker-2,,1,,13021.0
1785,219,1,235,1,3799,picker-2,,1,,13384.0
1786,219,1,931,1,3799,picker-2,,1,,13171.0
1787,219,1,1677,1,3799,picker-2,,1,,15500.0
1788,219,1,515,5,3799,picker-2,,1,,13198.0
1789,219,1,592,5,3799,picker-2,,1,,13206.0
1790,219,1,1495,1,3799,picker-2,,1,,15073.0
1791,219,1,536,6,3799,picker-2,,1,,13190.0
1792,219,1,90,6,3799,picker-2,,1,,13171.0
1793,219,1,2927,2,3799,picker-2,,1,,14657.0
1794,219,1,1136,2,3799,picker-2,,1,,14602.0
1795,219,1,3739,1,3799,picker-2,,1,,15203.0
1796,219,1,2818,4,3799,picker-2,,1,,14204.0
1797,219,1,169,10,3799,picker-2,,1,,13035.0
1798,219,1,356,2,3799,picker-2,,1,,13883.0
1799,219,1,639,9,3799,picker-2,,1,,13061.0
1800,220,1,794,2,3835,picker-2,,1,,18606.0
1801,220,1,1336,2,3835,picker-2,,1,,18182.0
1802,220,1,121,11,3835,picker-2,,1,,17513.0
1803,220,1,358,3,3835,picker-2,,1,,18544.0
1804,220,1,802,1,3835,picker-2,,1,,17881.0
1805,220,1,233,4,3835,picker-2,,1,,17629.0
1806,220,1,322,4,3835,picker-2,,1,,17498.0
1807,220,1,1491,3,3835,picker-2,,1,,18396.0
1808,220,1,18,3,3835,picker-2,,1,,17592.0
1809,220,1,1899,1,3835,picker-2,,1,,19238.0
1810,220,1,100,12,3835,picker-2,,1,,17498.0
1811,220,1,74,8,3835,picker-2,,1,,18307.0
1812,220,1,302,2,3835,picker-2,,1,,18669.0
1813,220,1,528,11,3835,picker-2,,1,,17409.0
1814,220,1,414,2,3835,picker-2,,1,,19140.0
1815,220,1,1434,2,3835,picker-2,,1,,18906.0
1816,220,1,348,2,3835,picker-2,,1,,18641.0
1817,220,1,533,11,3835,picker-2,,1,,18283.0
1818,221,1,261,2,3837,picker-5,,1,,10475.0
1819,221,1,324,7,3837,picker-5,,1,,10489.0
1820,222,1,1058,5,3837,picker-4,,1,,9088.0
1821,223,1,306,2,3839,picker-1,,1,,6672.0
1822,223,1,309,3,3839,picker-1,,1,,6642.0
1823,224,1,261,1,3847,picker-2,,1,,4378.0
1824,224,1,5,6,3847,picker-2,,1,,4378.0
1825,224,1,122,6,3847,picker-2,,1,,4353.0
1826,225,1,1183,1,3894,picker-3,,1,,10596.0
1827,225,1,2253,1,3894,picker-3,,1,,10642.0
1828,225,1,2375,1,3894,picker-3,,1,,10480.0
1829,226,1,288,1,3895,picker-2,,1,,6277.0
1830,226,1,266,3,3895,picker-2,,1,,5885.0
1831,226,1,322,1,3895,picker-2,,1,,6362.0
1832,227,1,187,12,3921,picker-5,,1,,5273.0
1833,227,1,238,1,3921,picker-5,,1,,5475.0
1834,227,1,5,6,3921,picker-5,,1,,5368.0
1835,227,1,2485,10,3921,picker-5,,1,,5658.0
1836,227,1,1092,1,3921,picker-5,,1,,5919.0
1837,227,1,68,6,3921,picker-5,,1,,5359.0
1838,227,1,687,3,3921,picker-5,,1,,5450.0
1839,228,1,108,7,3931,picker-2,,1,,4411.0
1840,229,1,799,2,3938,picker-1,,1,,4975.0
1841,229,1,396,2,3938,picker-1,,1,,4981.0
1842,229,1,198,11,3938,picker-1,,1,,4844.0
1843,229,1,1746,1,3938,picker-1,,1,,5803.0
1844,229,1,32,7,3938,picker-1,,1,,4927.0
1845,230,1,3943,12,3938,picker-5,,1,,14556.0
1846,231,1,295,2,3974,picker-1,,1,,5639.0
1847,232,1,399,3,3981,picker-5,,1,,12940.0
1848,233,1,19,2,3982,picker-1,,1,,4349.0
1849,234,1,353,3,4022,picker-4,,1,,6097.0
1850,234,1,899,2,4022,picker-4,,1,,6155.0
1851,234,1,52,7,4022,picker-4,,1,,5776.0
1852,234,1,1473,8,4022,picker-4,,1,,5688.0
1853,234,1,19,4,4022,picker-4,,1,,5802.0
1854,234,1,162,12,4022,picker-4,,1,,5712.0
1855,234,1,1392,3,4022,picker-4,,1,,6064.0
1856,235,1,388,2,4034,picker-1,,1,,5336.0
1857,235,1,856,1,4034,picker-1,,1,,5643.0
1858,235,1,49,11,4034,picker-1,,1,,5128.0
1859,235,1,22,1,4034,picker-1,,1,,5672.0
1860,235,1,2841,6,4034,picker-1,,1,,5137.0
1861,236,1,429,1,4039,picker-2,,1,,10713.0
1862,236,1,306,2,4039,picker-2,,1,,11425.0
1863,237,1,124,8,4047,picker-5,,1,,5985.0
1864,238,1,1060,4,4053,picker-1,,1,,5251.0
1865,238,1,1736,1,4053,picker-1,,1,,5565.0
1866,238,1,49,10,4053,picker-1,,1,,5128.0
1867,238,1,4,10,4053,picker-1,,1,,5081.0
1868,238,1,6,1,4053,picker-1,,1,,5407.0
1869,238,1,1372,1,4053,picker-1,,1,,5665.0
1870,238,1,112,12,4053,picker-1,,1,,5081.0
1871,239,1,357,10,4083,picker-3,,1,,5653.0
1872,240,1,130,12,4104,picker-4,,1,,4664.0
1873,240,1,2641,1,4104,picker-4,,1,,4841.0
1874,241,1,147,12,4126,picker-2,,1,,4451.0
1875,242,1,75,12,4133,picker-2,,1,,5036.0
1876,243,1,63,8,4163,picker-4,,1,,5472.0
1877,243,1,269,1,4163,picker-4,,1,,5758.0
1878,243,1,111,6,4163,picker-4,,1,,5556.0
1879,243,1,8,6,4163,picker-4,,1,,5522.0
1880,243,1,293,3,4163,picker-4,,1,,6053.0
1881,243,1,180,12,4163,picker-4,,1,,5522.0
1882,243,1,1035,2,4163,picker-4,,1,,6151.0
1883,243,1,955,2,4163,picker-4,,1,,6290.0
1884,244,1,1,8,4178,picker-3,,1,,4626.0
1885,245,1,247,4,4186,picker-3,,1,,4988.0
1886,245,1,2663,5,4186,picker-3,,1,,5065.0
1887,246,1,1612,5,4187,picker-2,,1,,6517.0
1888,246,1,1621,1,4187,picker-2,,1,,6266.0
1889,247,1,104,10,4205,picker-4,,1,,5432.0
1890,247,1,52,1,4205,picker-4,,1,,5556.0
1891,247,1,2137,1,4205,picker-4,,1,,6651.0
1892,247,1,193,11,4205,picker-4,,1,,5405.0
1893,247,1,26,4,4205,picker-4,,1,,5405.0
1894,247,1,2,4,4205,picker-4,,1,,5472.0
1895,247,1,395,4,4205,picker-4,,1,,5830.0
1896,247,1,734,8,4205,picker-4,,1,,5498.0
1897,248,1,2571,3,4214,picker-2,,1,,7846.0
1898,249,1,1574,1,4228,picker-1,,1,,7136.0
1899,250,1,247,3,4245,picker-1,,1,,4887.0
1900,251,1,253,1,4251,picker-1,,1,,4755.0
1901,251,1,311,2,4251,picker-1,,1,,4687.0
1902,251,1,320,1,4251,picker-1,,1,,4633.0
1903,251,1,3,12,4251,picker-1,,1,,4611.0
1904,251,1,304,1,4251,picker-1,,1,,4702.0
1905,251,1,3144,2,4251,picker-1,,1,,4708.0
1906,251,1,2,1,4251,picker-1,,1,,4633.0
1907,251,1,1171,2,4251,picker-1,,1,,4681.0
1908,252,1,31,2,4286,picker-2,,1,,4635.0
1909,253,1,362,1,4301,picker-1,,1,,5639.0
1910,253,1,3898,1,4301,picker-1,,1,,5729.0
1911,253,1,223,12,4301,picker-1,,1,,5388.0
1912,254,1,90,3,4315,picker-5,,1,,4722.0
1913,255,1,143,6,4319,picker-2,,1,,13240.0
1914,255,1,1174,2,4319,picker-2,,1,,14479.0
1915,256,1,9,12,4363,picker-2,,1,,4694.0
1916,257,1,196,11,4433,picker-2,,1,,5003.0
1917,258,1,235,1,4435,picker-3,,1,,7173.0
1918,258,1,2479,1,4435,picker-3,,1,,8544.0
1919,258,1,1588,2,4435,picker-3,,1,,7367.0
1920,258,1,304,1,4435,picker-3,,1,,8272.0
1921,258,1,2229,1,4435,picker-3,,1,,8347.0
1922,258,1,1867,2,4435,picker-3,,1,,7327.0
1923,258,1,2836,1,4435,picker-3,,1,,8632.0
1924,258,1,1263,1,4435,picker-3,,1,,9634.0
1925,258,1,2074,4,4435,picker-3,,1,,7387.0
1926,258,1,1099,1,4435,picker-3,,1,,7445.0
1927,258,1,348,1,4435,picker-3,,1,,7770.0
1928,258,1,600,10,4435,picker-3,,1,,7206.0
1929,258,1,1663,3,4435,picker-3,,1,,7182.0
1930,259,1,3194,2,4451,picker-3,,1,,8221.0
1931,260,1,821,1,4461,picker-4,,1,,7086.0
1932,261,1,302,3,4464,picker-3,,1,,6423.0
1933,261,1,276,1,4464,picker-3,,1,,6931.0
1934,261,1,2778,1,4464,picker-3,,1,,7086.0
1935,261,1,2040,1,4464,picker-3,,1,,6596.0
1936,261,1,0,2,4464,picker-3,,1,,6423.0
1937,261,1,2476,3,4464,picker-3,,1,,6586.0
1938,261,1,2503,1,4464,picker-3,,1,,7081.0
1939,261,1,397,3,4464,picker-3,,1,,6776.0
1940,261,1,7,2,4464,picker-3,,1,,6486.0
1941,261,1,393,1,4464,picker-3,,1,,6557.0
1942,262,1,45,10,4467,picker-5,,1,,4892.0
1943,262,1,2,2,4467,picker-5,,1,,4939.0
1944,262,1,1065,4,4467,picker-5,,1,,4934.0
1945,263,1,2369,1,4503,picker-2,,1,,6385.0
1946,263,1,270,1,4503,picker-2,,1,,6194.0
1947,263,1,314,2,4503,picker-2,,1,,5959.0
1948,263,1,38,9,4503,picker-2,,1,,5465.0
1949,263,1,43,10,4503,picker-2,,1,,5527.0
1950,263,1,8,4,4503,picker-2,,1,,5723.0
1951,263,1,20,1,4503,picker-2,,1,,5669.0
1952,263,1,37,12,4503,picker-2,,1,,5510.0
1953,263,1,391,2,4503,picker-2,,1,,5768.0
1954,263,1,36,11,4503,picker-2,,1,,5394.0
1955,263,1,250,1,4503,picker-2,,1,,5394.0
1956,264,1,42,6,4504,picker-4,,1,,5545.0
1957,264,1,672,6,4504,picker-4,,1,,5545.0
1958,264,1,388,1,4504,picker-4,,1,,6419.0
1959,264,1,249,2,4504,picker-4,,1,,5663.0
1960,264,1,822,2,4504,picker-4,,1,,6263.0
1961,264,1,821,1,4504,picker-4,,1,,6784.0
1962,264,1,834,1,4504,picker-4,,1,,5854.0
1963,264,1,295,3,4504,picker-4,,1,,5712.0
1964,264,1,1033,4,4504,picker-4,,1,,5758.0
1965,265,1,560,1,4507,picker-3,,1,,4799.0
1966,266,1,1799,1,4509,picker-2,,1,,6415.0
1967,266,1,1,4,4509,picker-2,,1,,4951.0
1968,266,1,247,2,4509,picker-2,,1,,5084.0
1969,266,1,936,2,4509,picker-2,,1,,5430.0
1970,266,1,46,3,4509,picker-2,,1,,4951.0
1971,267,1,47,12,4512,picker-5,,1,,5524.0
1972,268,1,811,2,4534,picker-2,,1,,5093.0
1973,269,1,319,3,4586,picker-5,,1,,6059.0
1974,269,1,0,1,4586,picker-5,,1,,6066.0
1975,269,1,124,11,4586,picker-5,,1,,6356.0
1976,269,1,1268,2,4586,picker-5,,1,,6019.0
1977,270,1,293,2,4616,picker-3,,1,,15028.0
1978,270,1,342,2,4616,picker-3,,1,,15289.0
1979,270,1,136,11,4616,picker-3,,1,,14126.0
1980,270,1,233,1,4616,picker-3,,1,,14225.0
1981,270,1,528,3,4616,picker-3,,1,,14452.0
1982,270,1,282,1,4616,picker-3,,1,,15535.0
1983,270,1,46,5,4616,picker-3,,1,,13967.0
1984,270,1,129,12,4616,picker-3,,1,,14000.0
1985,270,1,256,3,4616,picker-3,,1,,14736.0
1986,270,1,262,2,4616,picker-3,,1,,14905.0
1987,270,1,236,1,4616,picker-3,,1,,14531.0
1988,270,1,77,6,4616,picker-3,,1,,14212.0
1989,270,1,974,2,4616,picker-3,,1,,15266.0
1990,271,1,1752,1,4620,picker-3,,-1,,
1991,271,1,477,4,4620,picker-3,,1,,27496.0
1992,271,1,11,12,4620,picker-3,,1,,27068.0
1993,271,1,3137,1,4620,picker-3,,-1,,
1994,271,1,19,6,4620,picker-3,,1,,27095.0
1995,271,1,434,1,4620,picker-3,,-1,,
1996,271,1,23,9,4620,picker-3,,1,,27303.0
1997,271,1,574,1,4620,picker-3,,1,,28765.0
1998,271,1,334,5,4620,picker-3,,1,,27486.0
1999,271,1,455,6,4620,picker-3,,1,,27390.0
2000,271,1,1092,1,4620,picker-3,,-1,,
2001,271,1,137,12,4620,picker-3,,1,,27009.0
2002,271,1,75,12,4620,picker-3,,1,,27122.0
2003,271,1,4342,4,4620,picker-3,,1,,27693.0
2004,271,1,794,2,4620,picker-3,,1,,28219.0
2005,271,1,18,8,4620,picker-3,,1,,27303.0
2006,271,1,2007,1,4620,picker-3,,-1,,
2007,271,1,923,1,4620,picker-3,,1,,28274.0
2008,271,1,0,5,4620,picker-3,,1,,27009.0
2009,271,1,213,9,4620,picker-3,,1,,27421.0
2010,271,1,2216,1,4620,picker-3,,1,,28157.0
2011,271,1,262,2,4620,picker-3,,1,,27740.0
2012,271,1,3098,3,4620,picker-3,,1,,27863.0
2013,271,1,251,1,4620,picker-3,,1,,28265.0
2014,271,1,999,5,4620,picker-3,,1,,28185.0
2015,271,1,1604,1,4620,picker-3,,1,,28647.0
2016,271,1,134,11,4620,picker-3,,1,,27041.0
2017,271,1,1555,2,4620,picker-3,,1,,28551.0
2018,271,1,96,6,4620,picker-3,,1,,27361.0
2019,271,1,1909,6,4620,picker-3,,1,,27467.0
2020,271,1,1,4,4620,picker-3,,1,,27122.0
2021,271,1,404,3,4620,picker-3,,1,,27799.0
2022,271,1,2458,1,4620,picker-3,,1,,28659.0
2023,271,1,4,7,4620,picker-3,,1,,27068.0
2024,271,1,1269,6,4620,picker-3,,1,,27433.0
2025,271,1,2,2,4620,picker-3,,1,,27009.0
2026,271,1,110,1,4620,picker-3,,1,,27706.0
2027,271,1,1299,10,4620,picker-3,,1,,27336.0
2028,271,1,1082,3,4620,picker-3,,1,,28073.0
2029,271,1,2508,1,4620,picker-3,,-1,,
2030,271,1,3590,3,4620,picker-3,,1,,27727.0
2031,271,1,814,3,4620,picker-3,,1,,27706.0
2032,271,1,258,1,4620,picker-3,,1,,28274.0
2033,272,1,494,1,4626,picker-5,,1,,6384.0
2034,272,1,285,1,4626,picker-5,,1,,6745.0
2035,272,1,307,2,4626,picker-5,,1,,6205.0
2036,272,1,20,6,4626,picker-5,,1,,6166.0
2037,272,1,888,3,4626,picker-5,,1,,6156.0
2038,273,1,14,12,4628,picker-5,,1,,6310.0
2039,273,1,84,12,4628,picker-5,,1,,6294.0
2040,273,1,263,2,4628,picker-5,,1,,6679.0
2041,273,1,1014,6,4628,picker-5,,1,,6465.0
2042,274,1,635,8,4731,picker-2,,1,,5266.0
2043,274,1,937,2,4731,picker-2,,1,,6077.0
2044,274,1,11,12,4731,picker-2,,1,,5080.0
2045,274,1,37,9,4731,picker-2,,1,,5106.0
2046,274,1,333,1,4731,picker-2,,1,,6169.0
2047,274,1,1,4,4731,picker-2,,1,,5161.0
2048,274,1,238,1,4731,picker-2,,1,,5845.0
2049,274,1,450,5,4731,picker-2,,1,,6044.0
2050,274,1,122,9,4731,picker-2,,1,,5119.0
