item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,mean_daily_demand,std_daily_demand,cv,mean_hourly_demand,std_hourly_demand,burst_size,burst_size_var,n_act_per_day,adi,cv2,demand_pattern,cv_class,rop_global,slots_needed
14022107001,樂事韓式辣醬炸雞,50.0,29.0,25.0,36250.0,1.7,12.0,3020.8,PCS,27,0.8607756537391044,1.37,0.839,37,"[1, 2, 5]","[20, 6, 1]",B,4,1.7619,3.3452,1.8986,0.07341269841269842,0.43751451020238685,1.6818181818181819,1.751082251082251,1.0476190476190477,2.3333,1.0124,lumpy,2,3,1
14620903001,義美全豆純釀造醬油520ml,31.0,24.0,29.0,21576.0,14.15,12.0,1798.0,PCS,27,0.8623056282395294,1.407,0.636,38,"[1, 2, 3]","[18, 7, 2]",B,4,1.8095,2.0401,1.1274,0.07539682539682539,0.4016242386799751,1.7272727272727273,0.8744588744588746,1.0476190476190477,1.4,0.6203,lumpy,2,3,1
11101036001,一匙靈制菌超濃縮洗衣粉,35.0,36.0,17.0,21420.0,12.76,6.0,3570.0,PCS,27,0.8596056732387793,2.107,1.499,59,"[1, 2, 3, 4, 6]","[14, 6, 3, 3, 2]",B,8,2.8095,2.8393,1.0106,0.11706349206349206,0.6016763427359094,2.185185185185185,2.31054131054131,1.2857142857142858,1.3125,0.5366,erratic,2,1,1
14021015001,樂事九州岩燒海苔,51.0,29.0,26.0,38454.0,2.1,12.0,3204.5,PCS,27,0.8606856552390794,1.37,0.688,37,"[1, 2, 4]","[19, 7, 1]",B,4,1.7619,3.0316,1.7206,0.07341269841269842,0.4093434838747479,1.85,0.9763157894736842,0.9523809523809523,2.625,0.5201,lumpy,2,4,1
14010151001,KAKA醬燒小卷脆片-勁烤原味,55.0,37.0,24.0,48840.0,2.23,16.0,3052.5,PCS,27,0.8605056582390294,2.414,1.593,70,"[1, 2, 4, 6, 8]","[4, 21, 1, 2, 1]",B,6,3.2381,3.3898,1.0468,0.1349206349206349,0.7471954146837672,2.9565217391304346,4.043478260869565,1.0952380952380953,1.5,0.3903,intermittent,2,6,1
14000051001,TW雲林旭成米卡香225G,29.0,21.0,8.0,4872.0,0.225,1.0,4872.0,PCS,27,0.8604156597390044,1.724,1.645,50,"[1, 2, 3, 5, 9]","[19, 7, 1, 1, 1]",B,5,2.381,3.2323,1.3576,0.0992063492063492,0.6629047509457198,2.380952380952381,5.347619047619047,1.0,1.9091,0.4875,intermittent,2,5,1
14610010001,泰山沙拉油600ml,25.0,23.0,25.0,14375.0,7.45,12.0,1197.9,PCS,27,0.8620356327394544,3.889,4.318,105,"[1, 2, 5, 6, 7, 12]","[15, 3, 1, 2, 1, 5]",B,11,5.0,6.4885,1.2977,0.20833333333333334,1.3295277865426005,4.375,19.63586956521739,1.1428571428571428,1.4,0.9213,lumpy,2,10,1
41301008001,大同 TAC-10L-DC 10人份電鍋(簡配),62.0,31.0,30.0,57660.0,8.0,2.0,28830.0,PCS,27,0.8588856852385793,1.207,0.774,35,"[1, 2, 5]","[26, 2, 1]",B,3,1.381,2.4388,1.766,0.057539682539682536,0.30675415197544337,1.45,0.3657894736842105,0.9523809523809523,2.625,0.5857,lumpy,2,3,2
12121023001,蘇菲彈力貼身草本抑菌超薄23cm15片,54.0,27.0,38.0,55404.0,5.17,48.0,1154.3,PCS,27,0.8602356627389544,4.071,4.082,114,"[1, 2, 3, 6, 24]","[1, 1, 21, 4, 1]",B,19,5.4286,6.8159,1.2556,0.2261904761904762,1.5778122897538818,4.956521739130435,32.40711462450593,1.0952380952380953,1.2353,1.089,erratic,2,3,1
14020977001,韓國好麗友預感香烤洋芋片(原味),30.0,24.0,23.0,16560.0,2.25,20.0,828.0,PCS,27,0.8605956567390544,1.519,1.221,41,"[1, 2, 5, 6]","[20, 5, 1, 1]",B,4,1.9524,2.6168,1.3403,0.08134920634920635,0.4495738705583675,1.64,1.573333333333334,1.1904761904761905,1.5,0.8694,lumpy,2,3,1
11104005002,白鴿貼心衣物手洗精,46.0,24.0,27.0,29808.0,13.79,12.0,2484.0,PCS,27,0.8596956717388043,1.185,0.483,32,"[1, 2, 3]","[23, 3, 1]",B,5,1.5238,1.5368,1.0086,0.06349206349206349,0.3275557226304257,1.3333333333333333,0.5797101449275361,1.1428571428571428,1.3125,0.5333,erratic,2,1,1
14501938001,朕一品 金門高坑牛肉麵216g,35.0,31.0,14.0,15190.0,3.25,12.0,1265.8,PCS,26,0.865965567240546,4.222,1.502,114,"[3, 6]","[16, 11]",B,8,5.2857,7.5838,1.4348,0.22023809523809523,1.1053399856846864,5.045454545454546,3.7597402597402603,1.0476190476190477,1.9091,0.6058,lumpy,2,8,1
14330018001,克寧100％天然純淨即溶奶粉1.35kg,49.0,32.0,21.0,32928.0,10.6,6.0,5488.0,PCS,26,0.8657055715738071,1.852,1.262,50,"[1, 2, 4, 6]","[14, 9, 3, 1]",B,5,2.3333,2.4766,1.0614,0.09722222222222222,0.5644119568894191,2.130434782608696,2.7549407114624507,1.0952380952380953,1.4,0.515,lumpy,2,4,1
14120044001,麗滋巧克力三明治餅乾兩條裝236g,37.0,24.0,24.0,21312.0,3.84,12.0,1776.0,PCS,26,0.865098915018083,1.538,0.989,40,"[1, 2, 3, 5]","[18, 4, 3, 1]",B,4,1.9048,2.0471,1.0747,0.07936507936507936,0.44325157854148317,1.7391304347826086,1.474308300395257,1.0952380952380953,1.5,0.4308,intermittent,2,3,1
12011056001,EAU耀香水沐浴乳-海島風情,33.0,29.0,27.0,25839.0,13.2,12.0,2153.3,PCS,26,0.8638856019066349,2.296,1.958,62,"[1, 2, 12]","[2, 24, 1]",B,6,2.9048,3.6865,1.2691,0.12103174603174603,0.7156543579298482,2.652173913043478,4.691699604743083,1.0952380952380953,1.75,0.4887,intermittent,2,6,1
11032027001,克潮靈集水袋補充包 -檜木香,46.0,29.0,22.0,29348.0,8.19,12.0,2445.7,PCS,26,0.8631056149064182,2.786,1.912,78,"[1, 2, 3, 4, 6, 10]","[5, 11, 7, 2, 2, 1]",B,11,3.5714,2.9253,0.8191,0.1488095238095238,0.8667015300410621,3.260869565217391,6.5652173913043494,1.0952380952380953,1.2353,0.3472,smooth,1,2,1
14011043001,ABC日本捲,51.0,36.0,18.0,33048.0,3.36,6.0,5508.0,PCS,26,0.8646655889068515,1.536,1.17,43,"[1, 2, 3, 4, 6]","[21, 3, 2, 1, 1]",B,4,2.0476,2.2467,1.0972,0.08531746031746032,0.4746691831288661,1.72,1.7933333333333332,1.1904761904761905,1.5,0.4642,intermittent,2,4,1
14621038001,李錦記舊庄特級蠔油510g,26.0,20.0,26.0,13520.0,9.88,12.0,1126.7,PCS,26,0.8663122281295311,1.769,2.141,46,"[1, 2, 12]","[16, 9, 1]",B,5,2.1905,2.8917,1.3201,0.09126984126984126,0.630253802424351,1.84,4.973333333333333,1.1904761904761905,1.6154,0.7004,lumpy,2,5,1
11050031001,毛寶小蘇打洗碗精按壓瓶無香精,33.0,30.0,28.0,27720.0,13.56,12.0,2310.0,PCS,26,0.8633656105731571,1.538,1.067,40,"[1, 2, 3, 6]","[17, 7, 1, 1]",B,4,1.9048,2.5279,1.3272,0.07936507936507936,0.42022761234092065,1.6,1.1666666666666667,1.1904761904761905,1.5,0.8454,lumpy,2,3,1
12123075001,蘇菲超熟睡棉柔41.5cm,38.0,28.0,41.0,43624.0,3.3,24.0,1817.7,PCS,26,0.8641455975733737,2.269,1.614,59,"[1, 2, 3, 4, 9]","[8, 10, 6, 1, 1]",B,5,2.8095,3.5863,1.2765,0.11706349206349206,0.6524053277422779,2.4583333333333335,3.302536231884057,1.1428571428571428,1.75,0.4999,lumpy,2,5,1
14002038001,老楊紫心地瓜方塊酥,38.0,29.0,21.0,23142.0,6.2,12.0,1928.5,PCS,26,0.864492258462359,1.077,0.272,28,"[1, 2]","[24, 2]",B,3,1.3333,1.5275,1.1456,0.05555555555555555,0.28356031137619087,1.2173913043478262,0.3596837944664031,1.0952380952380953,1.9091,0.1964,intermittent,2,3,1
14223023001,呦皮漢堡QQ糖96g,40.0,30.0,21.0,25200.0,3.5,24.0,1050.0,PCS,26,0.8654455759070682,1.538,1.772,40,"[1, 2, 10]","[20, 5, 1]",B,5,1.9048,2.8793,1.5116,0.07936507936507936,0.5439444276838795,1.7391304347826086,3.7470355731225284,1.0952380952380953,1.75,0.8891,lumpy,2,4,1
14110002001,家福葡萄派,43.0,26.0,22.0,24596.0,3.03,10.0,2459.6,PCS,26,0.8649255845735905,1.346,1.056,35,"[1, 2, 3, 6]","[22, 2, 1, 1]",B,3,1.6667,2.0817,1.249,0.06944444444444445,0.385031677311993,1.4,1.1666666666666667,1.1904761904761905,1.5,0.7077,lumpy,2,3,1
14110010001,家福杏仁派,43.0,26.0,22.0,24596.0,2.61,10.0,2459.6,PCS,26,0.8650122497958367,1.393,1.1,39,"[1, 2, 4, 6]","[23, 3, 1, 1]",B,4,1.8095,2.4417,1.3494,0.07539682539682539,0.5144723032051869,1.52,3.26,1.1904761904761905,1.4,1.021,lumpy,2,4,1
14242036001,原味翠果子,40.0,31.0,27.0,33480.0,4.0,12.0,2790.0,PCS,26,0.8655322411293145,1.423,0.809,37,"[1, 2, 3, 4]","[19, 4, 2, 1]",B,4,1.7619,1.8949,1.0755,0.07341269841269842,0.3995119541495723,1.608695652173913,1.067193675889328,1.0952380952380953,1.4,0.5369,lumpy,2,3,1
12010080001,麗仕煥活香氛皂-煥活冰爽,36.0,23.0,25.0,20700.0,12.14,144.0,143.8,PCS,26,0.8637989366843886,8.444,5.064,228,"[6, 12, 30]","[19, 7, 1]",B,18,10.2857,11.8707,1.1541,0.42857142857142855,2.2924496050528353,9.391304347826088,32.158102766798415,1.0952380952380953,1.6154,0.438,intermittent,2,17,1
11050029001,家福洗碗精-蘋果香,42.0,24.0,25.0,25200.0,13.688,12.0,2100.0,PCS,26,0.8632789453509108,1.259,0.656,34,"[1, 2, 4]","[22, 4, 1]",B,3,1.619,1.6576,1.0238,0.06746031746031746,0.3930467958277178,1.5454545454545454,1.3073593073593073,1.0476190476190477,1.4,0.4579,intermittent,2,3,1
14521180001,VONO醇緻原味-南瓜濃湯52.2g,48.0,27.0,20.0,25920.0,4.85,60.0,432.0,PCS,26,0.8661388976850386,1.308,0.471,34,"[1, 2]","[18, 8]",B,5,1.619,1.4655,0.9051,0.06746031746031746,0.35025224993026255,1.619047619047619,0.44761904761904747,1.0,1.3125,0.3802,smooth,1,1,1
14000220001,旺旺厚燒可口椒鹽味,37.0,27.0,35.0,34965.0,3.28,12.0,2913.8,PCS,26,0.8644055932401127,1.556,1.086,42,"[1, 2, 5]","[18, 7, 2]",B,4,1.9524,2.4592,1.2596,0.08134920634920635,0.45833279543486527,1.8636363636363635,1.551948051948052,1.0476190476190477,1.9091,0.3468,intermittent,2,4,1
11070029001,雷達快速蟑螂螞蟻藥柑橘精油,41.0,27.0,26.0,28782.0,11.26,24.0,1199.3,PCS,26,0.8634522757954034,1.808,1.497,47,"[1, 2, 4, 6]","[17, 5, 2, 2]",B,4,2.2381,2.9138,1.3019,0.09325396825396826,0.5287312987392818,1.88,2.36,1.1904761904761905,1.5,0.8,lumpy,2,4,1
14022020001,卡迪那牛排,43.0,28.0,30.0,36120.0,1.4,12.0,3010.0,PCS,26,0.8648389193513442,1.5,0.906,39,"[1, 2, 3, 4]","[18, 5, 1, 2]",B,6,1.8571,1.4928,0.8038,0.07738095238095238,0.39876086112866865,1.625,0.8532608695652174,1.1428571428571428,1.3125,0.2462,smooth,1,1,1
41300016001,大同TAC-06L電鍋(6人份),55.0,28.0,27.0,41580.0,6.4,2.0,20790.0,PCS,26,0.8667455542407626,1.038,0.196,27,"[1, 2]","[25, 1]",B,3,1.2857,1.7928,1.3944,0.05357142857142857,0.2942577393276472,1.4210526315789473,0.3684210526315789,0.9047619047619048,1.9091,0.5432,lumpy,2,3,2
14506190001,五木細關東麵家庭號1.05Kg,45.0,27.0,18.0,21870.0,13.39,12.0,1822.5,PCS,26,0.8660522324627923,1.63,0.688,44,"[1, 2, 4]","[12, 14, 1]",B,4,2.0952,2.644,1.2619,0.0873015873015873,0.4594030402566767,1.9130434782608696,1.1739130434782605,1.0952380952380953,1.6154,0.6043,lumpy,2,4,1
14202023001,成記香辣豬肉絲,59.0,31.0,32.0,58528.0,4.1,30.0,1950.9,PCS,26,0.865358910684822,1.269,0.533,33,"[1, 2, 3]","[20, 5, 1]",B,3,1.5714,1.8323,1.166,0.06547619047619048,0.32411152669743576,1.375,0.4184782608695651,1.1428571428571428,1.75,0.3396,intermittent,2,3,1
14361041001,馬玉山黑豆多穀堅果飲,44.0,28.0,31.0,38192.0,5.73,12.0,3182.7,PCS,26,0.8658789020182996,1.643,1.224,46,"[1, 2, 3, 4, 6]","[19, 5, 1, 2, 1]",B,7,2.1905,2.5616,1.1694,0.09126984126984126,0.5529634375108643,1.84,3.056666666666667,1.1904761904761905,1.2353,0.9179,erratic,2,1,1
14200091001,原味巡禮老滷豆干-滷肉珍味,37.0,29.0,19.0,20387.0,3.345,24.0,849.5,PCS,26,0.8652722454625756,1.538,0.989,40,"[1, 2, 4, 5]","[17, 7, 1, 1]",B,4,1.9048,1.8949,0.9948,0.07936507936507936,0.40578666408630537,1.5384615384615385,0.9784615384615384,1.2380952380952381,1.5,0.3177,intermittent,1,3,1
14833075001,統一肉燥罐(肉燥風味醬) 737g,32.0,22.0,13.0,9152.0,5.28,6.0,1525.3,PCS,26,0.8663988933517774,4.593,6.919,124,"[1, 2, 3, 4, 5, 6, 12, 18, 33]","[14, 1, 2, 1, 1, 5, 1, 1, 1]",B,15,5.7619,8.4078,1.4592,0.2400793650793651,1.8790200889513395,4.653846153846154,49.67538461538463,1.2380952380952381,1.6154,0.9473,lumpy,2,13,1
11070045001,噴效通用水性噴霧殺蟲劑,43.0,29.0,28.0,34916.0,13.56,24.0,1454.8,PCS,26,0.8635389410176497,2.577,3.512,67,"[1, 2, 3, 12]","[16, 6, 1, 3]",B,12,3.1905,4.2967,1.3467,0.13293650793650794,1.0342958476825228,3.1904761904761907,16.661904761904758,1.0,1.3125,1.1498,erratic,2,2,1
14200046001,德昌豆乾-素食香菇,40.0,27.0,13.0,14040.0,3.67,10.0,1404.0,PCS,26,0.8651855802403293,1.538,1.029,40,"[1, 2, 3, 4]","[19, 3, 1, 3]",B,4,1.9048,1.9976,1.0487,0.07936507936507936,0.41065674217215165,1.5384615384615385,1.0584615384615386,1.2380952380952381,1.5,0.3931,intermittent,2,3,1
11041027001,妙管家馬桶自動清潔劑-薰衣草,38.0,34.0,18.0,23256.0,8.0,24.0,969.0,PCS,26,0.8631922801286646,1.385,0.496,36,"[1, 2]","[16, 10]",B,5,1.7143,1.4193,0.8279,0.07142857142857142,0.34946301160247734,1.5,0.43478260869565216,1.1428571428571428,1.1667,0.4412,smooth,1,1,1
14020937001,薯片先生(原味),37.0,22.0,25.0,20350.0,2.68,14.0,1453.6,PCS,26,0.8647522541290978,1.346,0.562,35,"[1, 2, 3]","[18, 7, 1]",B,3,1.6667,1.7701,1.0621,0.06944444444444445,0.3637922758513084,1.5909090909090908,0.6341991341991341,1.0476190476190477,1.5,0.4123,intermittent,2,3,1
10034012001,雀巢茶品檸檬茶530ml,41.0,28.0,24.0,27552.0,14.2,24.0,1148.0,PCS,26,0.8630189496841719,8.828,6.448,256,"[4, 8, 12, 16, 20, 24]","[15, 5, 2, 4, 1, 2]",B,21,10.6667,17.0333,1.5969,0.4444444444444444,2.558439992984528,9.333333333333334,56.579710144927525,1.1428571428571428,1.5,1.3846,lumpy,2,19,1
12011400001,快潔適小黃鴨抑菌沐浴乳,44.0,33.0,23.0,33396.0,14.08,12.0,2783.0,PCS,26,0.8639722671288812,2.148,0.534,58,"[2, 4]","[25, 2]",B,5,2.6667,2.3094,0.866,0.1111111111111111,0.5529206346180591,2.4347826086956523,1.0750988142292488,1.0952380952380953,1.4,0.2405,intermittent,1,5,1
12000011001,美吾髮琥珀檀香雪松精油洗髮露,43.0,23.0,25.0,24725.0,12.05,12.0,2060.4,PCS,26,0.8637122714621422,1.077,0.272,28,"[1, 2]","[24, 2]",B,4,1.3333,1.3166,0.9874,0.05555555555555555,0.29725197471180664,1.3333333333333333,0.4333333333333334,1.0,1.3125,0.5007,erratic,1,1,1
14244011001,萬歲牌海苔杏仁小魚,33.0,25.0,13.0,10725.0,1.92,12.0,893.8,PCS,26,0.8656189063515608,1.231,0.514,32,"[1, 2, 3]","[21, 4, 1]",B,3,1.5238,1.6619,1.0906,0.06349206349206349,0.3151832247211677,1.28,0.4599999999999999,1.1904761904761905,1.4,0.5608,lumpy,2,3,1
11103058001,一匙靈幽谷鈴蘭洗衣精補充包,29.0,26.0,28.0,21112.0,9.86,6.0,3518.7,PCS,26,0.863625606239896,2.867,1.889,86,"[1, 2, 4, 6, 8]","[6, 14, 5, 4, 1]",B,8,4.0,5.7619,1.4405,0.16666666666666666,0.966640387202487,3.36,8.406666666666666,1.1904761904761905,1.6154,0.9126,lumpy,2,7,1
14010102001,可樂果奶焗香蔥口味220g,48.0,32.0,39.0,59904.0,3.58,12.0,4992.0,PCS,26,0.8645789236846052,1.5,2.159,39,"[1, 2, 12]","[23, 2, 1]",B,5,1.8571,2.8158,1.5162,0.07738095238095238,0.6047889447634086,1.7727272727272727,5.612554112554112,1.0476190476190477,1.6154,1.0556,lumpy,2,5,1
14332016001,安怡關鍵高鈣奶粉1500g,49.0,33.0,22.0,35574.0,11.5,6.0,5929.0,PCS,26,0.8657922367960534,1.462,1.029,38,"[1, 2, 6]","[18, 7, 1]",B,6,1.8095,1.7498,0.967,0.07539682539682539,0.4114052933271227,1.5833333333333333,1.210144927536232,1.1428571428571428,1.3125,0.4698,smooth,1,1,1
10030021001,開喜凍頂烏龍茶(無糖)Pet575ml,43.0,29.0,24.0,29928.0,15.762,24.0,1247.0,PCS,26,0.8629322844619256,9.806,11.164,304,"[4, 8, 12, 20, 24, 44]","[20, 4, 1, 1, 3, 2]",B,39,14.2857,26.125,1.8287,0.5952380952380952,4.903325558603587,12.5,370.5217391304348,1.1428571428571428,1.4,2.1314,lumpy,2,35,1
14616017001,萬家香珍釀白醋 600ml,32.0,25.0,26.0,20800.0,11.25,12.0,1733.3,PCS,26,0.8662255629072849,1.259,0.526,34,"[1, 2, 3]","[21, 5, 1]",B,3,1.619,2.0851,1.2879,0.06746031746031746,0.34452938254967164,1.4782608695652173,0.533596837944664,1.0952380952380953,1.5,0.7751,lumpy,2,3,1
12106097001,刷樂超細滑潔舌牙線棒650支,50.0,36.0,30.0,54000.0,12.61,24.0,2250.0,PCS,26,0.8640589323511275,1.269,0.604,33,"[1, 2, 3]","[21, 3, 2]",B,3,1.5714,1.5024,0.9561,0.06547619047619048,0.33615557115783273,1.375,0.5923913043478263,1.1428571428571428,1.5,0.266,intermittent,1,3,1
12120093001,靠得住茶樹舒涼護墊14.5cm,8.0,7.0,9.0,506.0,0.05,1.0,506.05,PCS,25,0.8677455375743738,2.37,1.079,64,"[1, 2, 4, 5, 6]","[1, 22, 2, 1, 1]",B,5,2.9524,3.2631,1.1052,0.12301587301587301,0.6374230797909116,2.8181818181818183,1.774891774891775,1.0476190476190477,1.6154,0.3675,intermittent,2,5,1
14102067001,盛香珍巧克力脆餅,39.0,35.0,25.0,34125.0,3.45,10.0,3412.5,PCS,25,0.8686621889635173,1.519,1.397,41,"[1, 2, 3, 5, 7]","[22, 2, 1, 1, 1]",B,5,1.9524,2.8892,1.4798,0.08134920634920635,0.5598648703402619,1.7083333333333333,3.9547101449275353,1.1428571428571428,1.6154,0.986,lumpy,2,4,1
11103076001,白帥帥超效能抗菌洗衣精補充包,35.0,27.0,31.0,29295.0,10.76,6.0,4882.5,PCS,25,0.8673288778520358,2.679,2.127,75,"[1, 2, 3, 4, 5, 6, 10]","[8, 12, 2, 1, 1, 3, 1]",B,12,3.5714,3.3252,0.9311,0.1488095238095238,0.926567540434399,3.5714285714285716,8.757142857142856,1.0,1.3125,0.417,smooth,1,2,1
14102008001,茱蒂絲巧克力燕麥餅,41.0,31.0,21.0,26691.0,3.25,12.0,2224.3,PCS,25,0.8685788570190497,1.28,0.542,32,"[1, 2, 3]","[19, 5, 1]",B,5,1.5238,1.2498,0.8202,0.06349206349206349,0.30881114294092604,1.3333333333333333,0.3188405797101448,1.1428571428571428,1.3125,0.2667,smooth,1,1,1
14102007001,家福巧克力香鬆奶酥,45.0,27.0,19.0,23085.0,4.23,10.0,2308.5,PCS,25,0.868495525074582,1.36,0.7,34,"[1, 2, 3]","[19, 3, 3]",B,4,1.619,2.6921,1.6628,0.06746031746031746,0.4079389821209724,1.7894736842105263,1.39766081871345,0.9047619047619048,2.625,0.439,intermittent,2,4,1
14832056001,東和好媽媽無添加特製豆豉紅燒鰻,32.0,22.0,9.0,6336.0,3.65,24.0,264.0,PCS,25,0.8703288278528691,4.2,1.732,105,"[3, 6, 9]","[16, 8, 1]",B,10,5.0,9.0664,1.8133,0.20833333333333334,1.244570714112078,5.526315789473684,12.263157894736842,0.9047619047619048,2.3333,0.8669,lumpy,2,10,1
14300008001,立頓紅茶包,52.0,44.0,26.0,59488.0,10.78,36.0,1652.4,PCS,25,0.869328844519258,1.08,0.277,27,"[1, 2]","[23, 2]",B,3,1.2857,1.5856,1.2333,0.05357142857142857,0.3009381336676537,1.2857142857142858,0.6142857142857143,1.0,1.75,0.4355,intermittent,2,3,1
12123897001,康乃馨御守棉夜用極長40cm7片,59.0,31.0,26.0,47554.0,4.16,24.0,1981.4,PCS,25,0.8679122014633089,3.185,2.304,86,"[1, 2, 3, 4, 5, 6, 10]","[3, 11, 7, 1, 2, 1, 2]",B,8,3.8571,4.8196,1.2495,0.16071428571428573,0.9331344204531731,3.6818181818181817,7.274891774891774,1.0476190476190477,1.75,0.4594,intermittent,2,7,1
14241004001,家樂福芥末花生,41.0,25.0,23.0,23575.0,4.62,20.0,1178.8,PCS,25,0.8691621806303228,1.28,0.458,32,"[1, 2]","[18, 7]",B,3,1.5238,1.9396,1.2728,0.06349206349206349,0.30230477810204726,1.3333333333333333,0.23188405797101444,1.1428571428571428,1.75,0.4943,lumpy,2,3,1
14521159001,康寶濃湯-自然原味蕃茄馬鈴薯41.4G,36.0,30.0,34.0,36720.0,5.27,96.0,382.5,PCS,25,0.870162163963934,2.72,1.514,68,"[2, 4, 6, 8]","[19, 4, 1, 1]",B,6,3.2381,3.7136,1.1468,0.1349206349206349,0.7655938804043032,3.090909090909091,4.467532467532466,1.0476190476190477,1.5,0.5403,lumpy,2,6,1
12123085001,蘇菲超熟睡超薄乾爽瞬吸層35cm,41.0,27.0,31.0,34317.0,3.07,24.0,1429.9,PCS,25,0.86423226279562,7.444,8.336,201,"[3, 6, 12, 18, 24, 36]","[15, 7, 1, 1, 2, 1]",B,25,7.8571,8.9235,1.1357,0.3273809523809524,2.0241986082596255,6.6,42.75,1.1904761904761905,1.3125,0.7444,erratic,2,4,2
14244026001,Sunny Ranch特選鹽味綜合堅果,43.0,29.0,19.0,23693.0,7.47,6.0,3948.8,PCS,25,0.8692455125747904,1.28,0.614,32,"[1, 2, 3]","[20, 3, 2]",B,3,1.5238,1.5368,1.0086,0.06349206349206349,0.3394775952993752,1.5238095238095237,0.5619047619047619,1.0,1.5,0.3365,intermittent,2,3,1
14023502001,百事金光閃閃洋芋片組合箱,35.0,15.0,23.0,12075.0,0.6,1.0,12075.0,PCS,25,0.8684121931301145,1.08,0.277,27,"[1, 2]","[23, 2]",B,5,1.2857,3.8748,3.0138,0.05357142857142857,0.44932812982013154,2.076923076923077,3.9102564102564092,0.6190476190476191,5.25,1.1175,lumpy,2,5,2
31500022004,驅塵氏香氛清潔袋(小),46.0,32.0,13.0,19136.0,6.24,20.0,956.8,PCS,25,0.8704954917418043,1.64,1.186,41,"[1, 2, 3, 4, 6]","[16, 6, 1, 1, 1]",B,4,1.9524,2.3765,1.2172,0.08134920634920635,0.4406408728278912,1.64,1.4066666666666663,1.1904761904761905,1.6154,0.5336,lumpy,2,3,1
12122003001,純白體驗淨味紫羅蘭日用超薄,8.0,8.0,12.0,867.0,0.15,1.0,867.0,PCS,25,0.8678288695188413,3.36,0.995,84,"[3, 6]","[22, 3]",B,7,4.0,3.8341,0.9585,0.16666666666666666,0.8075193342261878,3.5,2.086956521739131,1.1428571428571428,1.4,0.3635,intermittent,1,6,1
10000001001,可口可樂Zero 600ml,45.0,30.0,24.0,32400.0,15.7,24.0,1350.0,PCS,25,0.8668288861852302,6.926,6.994,187,"[1, 2, 3, 4, 5, 6, 8, 12, 16, 22, 24]","[4, 5, 2, 3, 1, 4, 2, 2, 1, 1, 2]",B,19,8.3333,13.0933,1.5712,0.3472222222222222,2.2428309074350974,7.608695652173913,57.2490118577075,1.0952380952380953,1.4,1.4932,lumpy,2,18,1
12010059001,美琪藥皂,39.0,31.0,25.0,30225.0,16.51,144.0,209.9,PCS,25,0.8674122097965034,7.2,2.449,180,"[6, 12]","[20, 5]",B,13,8.5714,9.4052,1.0973,0.35714285714285715,1.778887832301159,7.826086956521739,11.241106719367592,1.0952380952380953,1.75,0.2473,intermittent,2,12,1
14500081001,台酒紹興雪菜雞肉麵195g,31.0,31.0,13.0,12493.0,3.15,12.0,1041.1,PCS,25,0.8698288361860635,4.08,1.47,102,"[3, 6]","[16, 9]",B,8,4.8571,6.4675,1.3315,0.20238095238095238,1.0507567497907881,4.857142857142857,4.028571428571428,1.0,1.9091,0.4491,intermittent,2,8,1
14203080001,原味巡禮蜜汁沙茶,41.0,29.0,31.0,36859.0,3.01,24.0,1535.8,PCS,25,0.8690788486858553,1.5,0.906,39,"[1, 2, 3, 4]","[18, 5, 1, 2]",B,4,1.8571,2.1745,1.1709,0.07738095238095238,0.4086104632169659,1.6956521739130435,0.9486166007905138,1.0952380952380953,1.5,0.5785,lumpy,2,3,1
12020344001,MENS Biore黑白柔珠洗面乳,21.0,18.0,21.0,7938.0,1.66,12.0,661.5,PCS,25,0.867495541740971,2.0,2.082,50,"[1, 2, 3, 4, 6, 10]","[17, 2, 3, 1, 1, 1]",B,6,2.381,3.3834,1.421,0.0992063492063492,0.6864778612276083,2.5,6.157894736842105,0.9523809523809523,1.9091,0.5843,lumpy,2,6,1
14506225001,Paldo御膳炸醬麵(包)200g,38.0,32.0,14.0,17024.0,3.7,16.0,1064.0,PCS,25,0.8699955000749987,4.64,1.497,116,"[4, 8]","[21, 4]",B,9,5.5238,6.3845,1.1558,0.23015873015873015,1.1466101714582102,5.043478260869565,4.679841897233203,1.0952380952380953,1.5,0.5545,lumpy,2,8,1
14361044001,馬玉山薏仁燕麥堅果飲,44.0,28.0,31.0,38192.0,5.73,12.0,3182.7,PCS,25,0.869745504241596,1.731,1.909,45,"[1, 2, 3, 4, 10]","[20, 2, 1, 2, 1]",B,5,1.9524,2.6168,1.3403,0.08134920634920635,0.5527172756109695,1.7826086956521738,3.8142292490118566,1.0952380952380953,1.5,0.8694,lumpy,2,4,1
14200049001,德昌五香小丁豆干,41.0,27.0,13.0,14391.0,3.34,10.0,1439.1,PCS,25,0.8689955167413876,1.8,1.414,45,"[1, 2, 4, 5, 6]","[16, 5, 2, 1, 1]",B,5,2.1429,2.2646,1.0568,0.08928571428571429,0.5657243335625374,2.142857142857143,3.4285714285714284,1.0,1.5,0.4047,intermittent,2,5,1
